match,date,venue,competition,season,competition_type,rugby_pass_url
western_force_vs_chiefs,2021-05-15,hbf_park,super_rugby_trans_tasman,2021,club,https://www.rugbypass.com/live/super-rugby-trans-tasman/western-force-vs-chiefs-at-hbf-park-on-15052021/2021/stats/
rebels_vs_blues,2021-05-15,aami_park,super_rugby_trans_tasman,2021,club,https://www.rugbypass.com/live/super-rugby-trans-tasman/rebels-vs-blues-at-aami-park-on-15052021/2021/stats/
crusaders_vs_brumbies,2021-05-15,orangetheory_stadium,super_rugby_trans_tasman,2021,club,https://www.rugbypass.com/live/super-rugby-trans-tasman/crusaders-vs-brumbies-at-orangetheory-stadium-on-15052021/2021/stats/
waratahs_vs_hurricanes,2021-05-14,tbc,super_rugby_trans_tasman,2021,club,https://www.rugbypass.com/live/super-rugby-trans-tasman/waratahs-vs-hurricanes-at-tbc-on-14052021/2021/stats/
highlanders_vs_reds,2021-05-14,forsyth_barr_stadium,super_rugby_trans_tasman,2021,club,https://www.rugbypass.com/live/super-rugby-trans-tasman/highlanders-vs-reds-at-forsyth-barr-stadium-on-14052021/2021/stats/
