match,date,venue,competition,season,competition_type,rugby_pass_url
leicester_tigers_vs_wasps,2021-02-20,welford_road,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/leicester-tigers-vs-wasps-at-welford-road-on-20022021/2020-2021/stats/
exeter_chiefs_vs_northampton_saints,2021-02-20,sandy_park_stadium,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/exeter-chiefs-vs-northampton-saints-at-sandy-park-stadium-on-20022021/2020-2021/stats/
london_irish_vs_bristol,2021-02-21,community_stadium,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/london-irish-vs-bristol-at-community-stadium-on-21022021/2020-2021/stats/
sale_sharks_vs_exeter_chiefs,2021-02-26,aj_bell_stadium,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/sale-sharks-vs-exeter-chiefs-at-aj-bell-stadium-on-26022021/2020-2021/stats/
bristol_vs_leicester_tigers,2021-02-27,ashton_gate,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/bristol-vs-leicester-tigers-at-ashton-gate-on-27022021/2020-2021/stats/
newcastle_falcons_vs_harlequins,2021-02-27,kingston_park,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/newcastle-falcons-vs-harlequins-at-kingston-park-on-27022021/2020-2021/stats/
wasps_vs_london_irish,2021-02-27,ricoh_arena,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/wasps-vs-london-irish-at-ricoh-arena-on-27022021/2020-2021/stats/
gloucester_vs_worcester_warriors,2021-02-27,kingsholm_stadium,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/gloucester-vs-worcester-warriors-at-kingsholm-stadium-on-27022021/2020-2021/stats/
northampton_saints_vs_bath,2021-02-28,franklins_gardens,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/northampton-saints-vs-bath-at-franklins-gardens-on-28022021/2020-2021/stats/
leicester_tigers_vs_london_irish,2021-03-05,welford_road,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/leicester-tigers-vs-london-irish-at-welford-road-on-05032021/2020-2021/stats/
sale_sharks_vs_newcastle_falcons,2021-03-05,aj_bell_stadium,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/sale-sharks-vs-newcastle-falcons-at-aj-bell-stadium-on-05032021/2020-2021/stats/
bath_vs_exeter_chiefs,2021-03-06,recreation_ground,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/bath-vs-exeter-chiefs-at-recreation-ground-on-06032021/2020-2021/stats/
wasps_vs_gloucester,2021-03-06,ricoh_arena,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/wasps-vs-gloucester-at-ricoh-arena-on-06032021/2020-2021/stats/
worcester_warriors_vs_bristol,2021-03-06,sixways,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/worcester-warriors-vs-bristol-at-sixways-on-06032021/2020-2021/stats/
harlequins_vs_northampton_saints,2021-03-07,twickenham_stoop,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/harlequins-vs-northampton-saints-at-twickenham-stoop-on-07032021/2020-2021/stats/
bristol_vs_wasps,2021-03-12,ashton_gate,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/bristol-vs-wasps-at-ashton-gate-on-12032021/2020-2021/stats/
exeter_chiefs_vs_harlequins,2021-03-13,sandy_park_stadium,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/exeter-chiefs-vs-harlequins-at-sandy-park-stadium-on-13032021/2020-2021/stats/
newcastle_falcons_vs_bath,2021-03-13,kingston_park,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/newcastle-falcons-vs-bath-at-kingston-park-on-13032021/2020-2021/stats/
northampton_saints_vs_sale_sharks,2021-03-13,franklins_gardens,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/northampton-saints-vs-sale-sharks-at-franklins-gardens-on-13032021/2020-2021/stats/
gloucester_vs_leicester_tigers,2021-03-13,kingsholm_stadium,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/gloucester-vs-leicester-tigers-at-kingsholm-stadium-on-13032021/2020-2021/stats/
london_irish_vs_worcester_warriors,2021-03-14,community_stadium,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/london-irish-vs-worcester-warriors-at-community-stadium-on-14032021/2020-2021/stats/
newcastle_falcons_vs_wasps,2021-03-19,kingston_park,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/newcastle-falcons-vs-wasps-at-kingston-park-on-19032021/2020-2021/stats/
harlequins_vs_gloucester,2021-03-20,twickenham_stoop,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/harlequins-vs-gloucester-at-twickenham-stoop-on-20032021/2020-2021/stats/
bath_vs_worcester_warriors,2021-03-20,recreation_ground,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/bath-vs-worcester-warriors-at-recreation-ground-on-20032021/2020-2021/stats/
exeter_chiefs_vs_leicester_tigers,2021-03-20,sandy_park_stadium,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/exeter-chiefs-vs-leicester-tigers-at-sandy-park-stadium-on-20032021/2020-2021/stats/
sale_sharks_vs_london_irish,2021-03-21,aj_bell_stadium,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/sale-sharks-vs-london-irish-at-aj-bell-stadium-on-21032021/2020-2021/stats/
northampton_saints_vs_bristol,2021-03-21,franklins_gardens,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/northampton-saints-vs-bristol-at-franklins-gardens-on-21032021/2020-2021/stats/
gloucester_vs_exeter_chiefs,2021-03-26,kingsholm_stadium,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/gloucester-vs-exeter-chiefs-at-kingsholm-stadium-on-26032021/2020-2021/stats/
bristol_vs_harlequins,2021-03-27,ashton_gate,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/bristol-vs-harlequins-at-ashton-gate-on-27032021/2020-2021/stats/
worcester_warriors_vs_northampton_saints,2021-03-27,sixways,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/worcester-warriors-vs-northampton-saints-at-sixways-on-27032021/2020-2021/stats/
london_irish_vs_bath,2021-03-27,community_stadium,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/london-irish-vs-bath-at-community-stadium-on-27032021/2020-2021/stats/
wasps_vs_sale_sharks,2021-03-27,ricoh_arena,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/wasps-vs-sale-sharks-at-ricoh-arena-on-27032021/2020-2021/stats/
leicester_tigers_vs_newcastle_falcons,2021-03-28,welford_road,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/leicester-tigers-vs-newcastle-falcons-at-welford-road-on-28032021/2020-2021/stats/
northampton_saints_vs_london_irish,2021-04-16,franklins_gardens,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/northampton-saints-vs-london-irish-at-franklins-gardens-on-16042021/2020-2021/stats/
exeter_chiefs_vs_wasps,2021-04-17,sandy_park_stadium,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/exeter-chiefs-vs-wasps-at-sandy-park-stadium-on-17042021/2020-2021/stats/
sale_sharks_vs_gloucester,2021-04-17,aj_bell_stadium,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/sale-sharks-vs-gloucester-at-aj-bell-stadium-on-17042021/2020-2021/stats/
harlequins_vs_worcester_warriors,2021-04-17,twickenham_stoop,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/harlequins-vs-worcester-warriors-at-twickenham-stoop-on-17042021/2020-2021/stats/
newcastle_falcons_vs_bristol,2021-04-17,kingston_park,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/newcastle-falcons-vs-bristol-at-kingston-park-on-17042021/2020-2021/stats/
bath_vs_leicester_tigers,2021-04-18,recreation_ground,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/bath-vs-leicester-tigers-at-recreation-ground-on-18042021/2020-2021/stats/
bristol_vs_exeter_chiefs,2021-04-23,ashton_gate,premiership,2020-2021,club,https://www.rugbypass.com/live/premiership/bristol-vs-exeter-chiefs-at-ashton-gate-on-23042021/2020-2021/stats/
