match,date,venue,competition,season,competition_type,rugby_pass_url
bulls_vs_sharks,2021-05-15,loftus_versfeld,rainbow_cup_south_africa,2021,club,https://www.rugbypass.com/live/rainbow-cup-south-africa/bulls-vs-sharks-at-loftus-versfeld-on-15052021/2021/stats/
stormers_vs_sharks,2021-05-01,cape_town_stadium,rainbow_cup_south_africa,2021,club,https://www.rugbypass.com/live/rainbow-cup-south-africa/stormers-vs-sharks-at-cape-town-stadium-on-01052021/2021/stats/
bulls_vs_lions,2021-05-01,loftus_versfeld,rainbow_cup_south_africa,2021,club,https://www.rugbypass.com/live/rainbow-cup-south-africa/bulls-vs-lions-at-loftus-versfeld-on-01052021/2021/stats/
sharks_vs_lions,2021-05-08,kings_park_stadium,rainbow_cup_south_africa,2021,club,https://www.rugbypass.com/live/rainbow-cup-south-africa/sharks-vs-lions-at-kings-park-stadium-on-08052021/2021/stats/
stormers_vs_bulls,2021-05-08,cape_town_stadium,rainbow_cup_south_africa,2021,club,https://www.rugbypass.com/live/rainbow-cup-south-africa/stormers-vs-bulls-at-cape-town-stadium-on-08052021/2021/stats/
lions_vs_stormers,2021-05-15,ellis_park,rainbow_cup_south_africa,2021,club,https://www.rugbypass.com/live/rainbow-cup-south-africa/lions-vs-stormers-at-ellis-park-on-15052021/2021/stats/
